"","ma_name","gov_law","gov_practice","country","x6_gender","x19_current_fish_catch","x49_enforcement_responsible","x54_food_availability","cluster_no"
"3974","Socorro","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","Rather bad","Committed"
"3975","Pilar","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","Rather bad","Resistant"
"3976","Pilar","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","Rather bad","Resistant"
"3977","Dapa","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Good","Committed"
"3978","Pilar","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Supportive"
"3979","Pilar","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Supportive"
"3980","Santa Monica","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","Good","Committed"
"3981","Pomene","True co-management","More bottom-up","MOZ","M","Declined slightly","National Government","Very bad","Committed"
"3982","Fequete","True co-management","More bottom-up","MOZ","M","Declined slightly","National Government","Rather bad","Committed"
"3983","Trujillo","More top-down","More top-down","HND","M","Declined slightly","Myself","OK","Supportive"
"3984","General Luna","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"3985","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Declined slightly","No enforcement system","Good","Resistant"
"3986","RESEX Gurupi-Piriá","More top-down","True co-management","BRA","M","Declined slightly","National Government","OK","Resistant"
"3987","Santa Monica","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Committed"
"3988","Del Carmen","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"3989","Socorro","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Supportive"
"3990","Memba","True co-management","More bottom-up","MOZ","M","Improved slightly","Other","OK","Resistant"
"3991","Burgos","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Ambivalent"
"3992","Santa Monica","True co-management","More top-down","PHL","M","Improved slightly","Fisheries Management Body","Good","Resistant"
"3993","Socorro","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","OK","Ambivalent"
"3994","Libertad","True co-management","More top-down","PHL","F","Declined a lot","Subnational Government","OK","Supportive"
"3995","Serissa","True co-management","More bottom-up","MOZ","F","Declined a lot","Fisheries Management Body","Rather bad","Committed"
"3996","San Benito","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"3997","Santa Monica","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Ambivalent"
"3998","Libertad","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","Rather bad","Ambivalent"
"3999","Culasi","True co-management","More top-down","PHL","F","Improved slightly","Myself","OK","Resistant"
"4000","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","M","Declined slightly","National Government","Good","Resistant"
"4001","Socorro","True co-management","More top-down","PHL","M","Stayed the same","Fisheries Management Body","OK","Supportive"
"4002","General Luna","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Ambivalent"
"4003","Burgos","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","Rather bad","Committed"
"4004","General Luna","True co-management","More top-down","PHL","F","Stayed the same","Subnational Government","OK","Ambivalent"
"4005","Sebaste","True co-management","More top-down","PHL","M","Improved heavily","National Government","OK","Supportive"
"4006","Trujillo","More top-down","More top-down","HND","F","Declined slightly","Subnational Government","OK","Resistant"
"4007","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","M","Stayed the same","National Government","OK","Ambivalent"
"4008","Baixo Pinda","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"4009","Guanaja","More top-down","More bottom-up","HND","M","Declined slightly","Subnational Government","Rather bad","Supportive"
"4010","Pandan","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","Good","Ambivalent"
"4011","San Benito","True co-management","More top-down","PHL","M","Declined a lot","Fisheries Management Body","OK","Supportive"
"4012","Culasi","True co-management","More top-down","PHL","M","Stayed the same","National Government","OK","Supportive"
"4013","Libertad","True co-management","More top-down","PHL","M","Declined slightly","No enforcement system","OK","Ambivalent"
"4014","Tsondzo","True co-management","More bottom-up","MOZ","M","Declined slightly","National Government","OK","Committed"
"4015","RESEX Marinha Mocapajuba","More top-down","True co-management","BRA","F","Declined a lot","No enforcement system","Very bad","Resistant"
"4016","Santa Monica","True co-management","More top-down","PHL","M","Declined slightly","National Government","Good","Ambivalent"
"4017","San Benito","True co-management","More top-down","PHL","F","Declined slightly","National Government","OK","Supportive"
"4018","Nhagondzo","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","Rather bad","Supportive"
"4019","Serissa","True co-management","More bottom-up","MOZ","F","Declined a lot","Fisheries Management Body","Rather bad","Supportive"
"4020","Trujillo","More top-down","More top-down","HND","M","Declined a lot","Myself","Very bad","Resistant"
"4021","Burgos","True co-management","More top-down","PHL","F","Improved slightly","National Government","OK","Supportive"
"4022","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","F","Declined slightly","Subnational Government","Rather bad","Supportive"
"4023","Culasi","True co-management","More top-down","PHL","F","Declined a lot","Subnational Government","Rather bad","Committed"
"4024","Del Carmen","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Resistant"
"4025","San Benito","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","Good","Supportive"
"4026","San Benito","True co-management","More top-down","PHL","F","Declined a lot","Fisheries Management Body","OK","Resistant"
"4027","General Luna","True co-management","More top-down","PHL","M","Stayed the same","Subnational Government","OK","Ambivalent"
"4028","Baixo Pinda","True co-management","More bottom-up","MOZ","M","Declined slightly","Fisheries Management Body","OK","Supportive"
"4029","Santa Monica","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Committed"
"4030","Socorro","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Supportive"
"4031","Del Carmen","True co-management","More top-down","PHL","F","Improved slightly","Fisheries Management Body","OK","Committed"
"4032","Pilar","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Supportive"
"4033","Pilar","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Supportive"
"4034","Nhagondzo","True co-management","More bottom-up","MOZ","F","Declined slightly","Fisheries Management Body","Rather bad","Supportive"
"4035","Socorro","True co-management","More top-down","PHL","F","Stayed the same","National Government","Rather bad","Ambivalent"
"4036","San Benito","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Committed"
"4037","Santa Monica","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","OK","Resistant"
"4038","RESEX Mãe Grande de Curuça","More top-down","True co-management","BRA","M","Declined slightly","No enforcement system","OK","Resistant"
"4039","Burgos","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","Good","Committed"
"4040","Socorro","True co-management","More top-down","PHL","F","Declined slightly","Subnational Government","OK","Ambivalent"
"4041","Culasi","True co-management","More top-down","PHL","M","Declined slightly","National Government","OK","Committed"
"4042","RESEX Soure","More top-down","True co-management","BRA","M","Declined slightly","No enforcement system","OK","Resistant"
"4043","Memba","True co-management","More bottom-up","MOZ","M","Improved slightly","Other","Good","Resistant"
"4044","San Isidro","True co-management","More top-down","PHL","M","Declined slightly","Subnational Government","OK","Ambivalent"
"4045","Santa Monica","True co-management","More top-down","PHL","F","Declined a lot","National Government","Good","Supportive"
"4046","Sebaste","True co-management","More top-down","PHL","M","Stayed the same","National Government","OK","Supportive"
"4047","Dapa","True co-management","More top-down","PHL","F","Declined slightly","Fisheries Management Body","OK","Supportive"
"4048","Del Carmen","True co-management","More top-down","PHL","F","Stayed the same","Fisheries Management Body","Good","Supportive"
"4049","Culasi","True co-management","More top-down","PHL","M","Declined a lot","National Government","OK","Supportive"
"4050","Sebaste","True co-management","More top-down","PHL","F","Declined a lot","Subnational Government","Rather bad","Ambivalent"
"4051","Burgos","True co-management","More top-down","PHL","F","Declined slightly","No enforcement system","Good","Resistant"
"4052","Memba","True co-management","More bottom-up","MOZ","M","Improved slightly","National Government","Good","Resistant"
"4053","Santa Monica","True co-management","More top-down","PHL","M","Declined slightly","Fisheries Management Body","OK","Resistant"
